Sr No,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,date
193,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,6250.0,Not provided,05/07/2018
194,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,27700.0,Not provided,06/07/2018
195,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,440.0,Not provided,09/07/2018
196,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100.0,Not provided,09/07/2018
197,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,437.0,Not provided,10/07/2018
198,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,18438.5,Not provided,10/07/2018
199,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,5000.0,Not provided,10/07/2018
200,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000.0,Not provided,10/07/2018
201,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500.0,Not provided,11/07/2018
202,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180.0,Not provided,12/07/2018
203,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,500.0,Not provided,12/07/2018
204,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175.0,Not provided,13/07/2018
205,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000.0,Not provided,17/07/2018
206,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,44596.25,Not provided,17/07/2018
207,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500.0,Not provided,18/07/2018
208,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,44596.25,Not provided,19/07/2018
209,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,Not provided,Seed/ Angel Funding,1500.0,Not provided,20/07/2018
210,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000.0,Not provided,21/07/2018
211,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Not provided,Seed/ Angel Funding,18438.5,Not provided,23/07/2018
212,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,280.0,Not provided,23/07/2018
213,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,436.0,Not provided,23/07/2018
214,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180.0,Not provided,24/07/2018
215,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,44596.25,Not provided,24/07/2018
216,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000.0,Not provided,25/07/2018
217,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250.0,Not provided,25/07/2018
218,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,2500.0,Not provided,25/07/2018
219,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100.0,Not provided,26/07/2018
220,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,18438.5,Not provided,26/07/2018
221,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500.0,Not provided,26/07/2018
222,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000.0,Not provided,30/07/2018
223,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,44596.25,Not provided,30/07/2018
224,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,44596.25,Not provided,31/07/2018
225,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000.0,Not provided,31/07/2018
226,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000.0,Not provided,01/06/2018
227,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,125.0,Not provided,04/06/2018
228,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,18438.5,Not provided,04/06/2018
229,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,18438.5,Not provided,05/06/2018
230,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,18438.5,Not provided,05/06/2018
231,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000.0,Not provided,07/06/2018
232,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500.0,Not provided,07/06/2018
233,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500.0,Not provided,10/06/2018
234,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,18438.5,Not provided,11/06/2018
235,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800.0,Not provided,12/06/2018
236,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100.0,Not provided,12/06/2018
237,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3000.0,Not provided,12/06/2018
238,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,300.0,Not provided,13/06/2018
239,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450.0,Not provided,13/06/2018
240,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,18438.5,Not provided,13/06/2018
241,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450.0,Not provided,14/06/2018
242,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800.0,Not provided,14/06/2018
243,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000.0,Not provided,18/06/2018
244,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700.0,Not provided,18/06/2018
245,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,18438.5,Not provided,19/06/2018
246,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1100.0,Not provided,19/06/2018
247,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000.0,Not provided,20/06/2018
248,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100.0,Not provided,22/06/2018
249,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,44596.25,Not provided,25/06/2018
250,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000.0,Not provided,25/06/2018
251,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000.0,Not provided,25/06/2018
252,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950.0,Not provided,26/06/2018
253,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000.0,Not provided,26/06/2018
254,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500.0,Not provided,27/06/2018
255,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100.0,Not provided,28/06/2018
256,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000.0,Not provided,28/06/2018
257,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,18438.5,Not provided,29/06/2018
258,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450.0,Not provided,02/05/2018
259,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000.0,Not provided,02/05/2018
260,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500.0,Not provided,03/05/2018
261,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Not provided,Seed / Angel Funding,225.0,Not provided,07/05/2018
262,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000.0,Not provided,09/05/2018
263,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,949.0,Not provided,11/05/2018
264,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000.0,Not provided,14/05/2018
265,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200.0,Not provided,16/05/2018
266,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed/ Angel Funding,300.0,Not provided,21/05/2018
267,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000.0,Not provided,21/05/2018
268,Vola,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,500.0,Not provided,22/05/2018
269,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,735.0,Not provided,22/05/2018
270,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,735.0,Not provided,23/05/2018
271,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000.0,Not provided,23/05/2018
272,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000.0,Not provided,24/05/2018
273,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293.0,Not provided,24/05/2018
274,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,12000.0,Not provided,27/05/2018
275,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,200.0,Not provided,28/05/2018
276,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,1500.0,Not provided,29/05/2018
277,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000.0,Not provided,29/05/2018
278,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,18438.5,Not provided,30/05/2018
279,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000.0,Not provided,30/05/2018
280,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300.0,Not provided,31/05/2018
281,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000.0,Not provided,02/04/2018
282,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307.6,Not provided,02/04/2018
283,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,18438.5,Not provided,02/04/2018
284,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,Not provided,Seed / Angel Funding,1300.0,Not provided,02/04/2018
285,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,44596.25,Not provided,04/04/2018
286,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150.0,Not provided,05/04/2018
287,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000.0,Not provided,05/04/2018
288,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800.0,Not provided,09/04/2018
289,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,1000.0,Not provided,09/04/2018
290,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,18438.5,Not provided,09/04/2018
291,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Not provided,Seed / Angel Funding,46.1,Not provided,09/04/2018
292,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed / Angel Funding,18438.5,Not provided,10/04/2018
293,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000.0,Not provided,10/04/2018
294,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,1000.0,Not provided,12/04/2018
295,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600.0,Not provided,12/04/2018
296,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2000.0,Not provided,13/04/2018
297,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,500.0,Not provided,16/04/2018
298,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,18438.5,Not provided,16/04/2018
299,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000.0,Not provided,18/04/2018
300,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,18438.5,Not provided,19/04/2018
301,mamaearth,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,18438.5,Not provided,19/04/2018
